base,ligand,solvent,concentration,temperature,PC1,PC2,PC3,PC4,yield,cost,priority
CsOAc,BrettPhos,BuCN,0.057,105,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
CsOAc,BrettPhos,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,PENDING,PENDING,0.0
KOPiv,tBPh-CPhos,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,0.0,0.279534515,-1.0
KOPiv,X-Phos,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,80.39,0.02897608,-1.0
KOPiv,X-Phos,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,80.61,0.033627204,-1.0
KOPiv,X-Phos,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,62.07,0.043701389,-1.0
KOPiv,PPhtBu2,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,0.0,0.03745612,-1.0
KOPiv,PPhMe2,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,0.0,0.022861504,-1.0
KOPiv,PPhMe2,BuCN,0.153,90,-1.6,-2.1,-1.8,-0.9,0.0,0.034838214,-1.0
KOPiv,PPh3,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,79.1,0.020775005,-1.0
KOPiv,PPh3,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,71.11,0.020751972,-1.0
KOPiv,PPh3,BuOAc,0.057,90,1.6,0.1,-0.8,-1.9,0.05,0.055472263,-1.0
KOPiv,PPh2Me,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,2.64,0.021613286,-1.0
KOPiv,PCy3 HBF4,p-Xylene,0.153,105,5.7,-2.2,0.0,1.3,0.0,0.027987971,-1.0
KOPiv,PCy3 HBF4,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,24.11,0.026484397,-1.0
KOPiv,P(fur)3,p-Xylene,0.057,105,5.7,-2.2,0.0,1.3,14.68,0.051646282,-1.0
KOPiv,P(fur)3,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,78.93,0.033074821,-1.0
KOPiv,P(fur)3,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,37.37,0.032955013,-1.0
KOPiv,P(fur)3,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,83.62,0.047866463,-1.0
KOPiv,P(fur)3,DMAc,0.057,90,-4.3,3.0,-3.4,0.5,26.56,0.047701972,-1.0
KOPiv,P(fur)3,BuCN,0.153,120,-1.6,-2.1,-1.8,-0.9,53.11,0.045231781,-1.0
KOPiv,CgMe-PPh,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,99.81,0.052306616,-1.0
KOPiv,CgMe-PPh,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,89.95,0.067056313,-1.0
KOAc,X-Phos,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,38.79,0.029950456,-1.0
KOAc,PPh3,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,51.83,0.021790691,-1.0
KOAc,PPh3,DMAc,0.153,105,-4.3,3.0,-3.4,0.5,30.44,0.021729029,-1.0
KOAc,PPh3,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,11.68,0.021674948,-1.0
KOAc,PPh2Me,p-Xylene,0.153,90,5.7,-2.2,0.0,1.3,0.0,0.024273053,-1.0
KOAc,PPh2Me,DMAc,0.153,90,-4.3,3.0,-3.4,0.5,3.02,0.022708682,-1.0
KOAc,PPh2Me,BuOAc,0.153,120,1.6,0.1,-0.8,-1.9,0.0,0.030545517,-1.0
KOAc,PCy3 HBF4,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,0.0,0.043876303,-1.0
KOAc,P(fur)3,p-Xylene,0.153,120,5.7,-2.2,0.0,1.3,11.99,0.035558421,-1.0
KOAc,P(fur)3,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,52.08,0.034091718,-1.0
CsOPiv,tBPh-CPhos,DMAc,0.153,120,-4.3,3.0,-3.4,0.5,9.96,0.35066413,-1.0
CsOPiv,tBPh-CPhos,DMAc,0.1,120,-4.3,3.0,-3.4,0.5,17.43,0.355336154,-1.0
CsOPiv,tBPh-CPhos,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,14.24,0.36545459,-1.0
CsOPiv,X-Phos,BuOAc,0.153,105,1.6,0.1,-0.8,-1.9,5.53,0.124088991,-1.0
CsOPiv,PPhMe2,BuCN,0.057,90,-1.6,-2.1,-1.8,-0.9,0.0,0.155660199,-1.0
CsOPiv,PPh2Me,BuCN,0.1,90,-1.6,-2.1,-1.8,-0.9,0.0,0.131546476,-1.0
CsOPiv,P(fur)3,BuOAc,0.1,120,1.6,0.1,-0.8,-1.9,15.21,0.136767955,-1.0
CsOPiv,JackiePhos,DMAc,0.057,105,-4.3,3.0,-3.4,0.5,9.52,0.452540223,-1.0
CsOPiv,GorlosPhos HBF4,p-Xylene,0.057,120,5.7,-2.2,0.0,1.3,3.69,0.138887595,-1.0
CsOPiv,BrettPhos,BuOAc,0.1,90,1.6,0.1,-0.8,-1.9,23.75,0.243983628,-1.0
CsOAc,PPhMe2,BuOAc,0.057,105,1.6,0.1,-0.8,-1.9,0.0,0.104381255,-1.0
CsOAc,JackiePhos,p-Xylene,0.057,90,5.7,-2.2,0.0,1.3,5.48,0.415626812,-1.0
CsOAc,GorlosPhos HBF4,DMAc,0.057,120,-4.3,3.0,-3.4,0.5,16.77,0.094081907,-1.0
